[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=48 | C1 30 FB 00 0A 41 62 73 6F 72 64 20 44 61 6D 61 67 65 00 65 20 52 61 74 65 00 19 00 76 7A 5F 00 01 00 00 00 0A 00 00 00 05 00 00 00 01 F4 19 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=48 | C1 30 FB 00 0B 50 65 74 20 44 61 6D 61 67 65 20 42 6F 6E 75 73 00 61 74 65 00 19 00 76 7A 5F 00 0A 00 00 00 32 00 00 00 05 00 00 00 00 F4 19 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=48 | C1 30 FB 00 0C 46 69 6E 61 6C 20 4C 69 66 65 00 42 6F 6E 75 73 00 61 74 65 00 19 00 76 7A 5F 00 01 00 00 00 1E 00 00 00 05 00 00 00 01 F4 19 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=48 | C1 30 FB 00 0D 53 74 72 65 6E 67 74 68 00 65 00 42 6F 6E 75 73 00 61 74 65 00 19 00 76 7A 5F 00 64 00 00 00 0A 00 00 00 05 00 00 00 00 F4 19 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=48 | C1 30 FB 00 0E 44 65 66 65 6E 63 65 20 52 61 74 65 00 6E 75 73 00 61 74 65 00 19 00 76 7A 5F 00 32 00 00 00 1E 00 00 00 05 00 00 00 00 F4 19 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=48 | C1 30 FB 00 0F 46 69 72 65 20 44 61 6D 61 67 65 00 00 6E 75 73 00 61 74 65 00 19 00 76 7A 5F 00 32 00 00 00 32 00 00 00 05 00 00 00 00 F4 19 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=48 | C1 30 FB 00 10 45 6E 65 72 67 79 00 6D 61 67 65 00 00 6E 75 73 00 61 74 65 00 19 00 76 7A 5F 00 64 00 00 00 0A 00 00 00 05 00 00 00 00 F4 19 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=48 | C1 30 FB 00 11 41 67 69 6C 69 74 79 00 61 67 65 00 00 6E 75 73 00 61 74 65 00 19 00 76 7A 5F 00 64 00 00 00 0A 00 00 00 05 00 00 00 00 F4 19 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=48 | C1 30 FB 00 12 44 6F 75 62 6C 65 20 44 61 6D 61 67 65 00 75 73 00 61 74 65 00 19 00 76 7A 5F 00 01 00 00 00 0A 00 00 00 05 00 00 00 01 F4 19 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=48 | C1 30 FB 00 13 46 69 6E 61 6C 20 53 44 00 6D 61 67 65 00 75 73 00 61 74 65 00 19 00 76 7A 5F 00 01 00 00 00 1E 00 00 00 05 00 00 00 01 F4 19 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=48 | C1 30 FB 00 14 46 69 6E 61 6C 20 44 65 66 65 6E 63 65 00 75 73 00 61 74 65 00 19 00 76 7A 5F 00 01 00 00 00 1E 00 00 00 05 00 00 00 01 F4 19 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=48 | C1 30 FB 00 15 5A 65 6E 20 44 72 6F 70 00 65 6E 63 65 00 75 73 00 61 74 65 00 19 00 76 7A 5F 00 64 00 00 00 1E 00 00 00 05 00 00 00 00 F4 19 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=48 | C1 30 FB 00 16 47 75 69 6C 64 20 42 6F 6E 75 73 00 65 00 75 73 00 61 74 65 00 19 00 76 7A 5F 00 64 00 00 00 1E 00 00 00 05 00 00 00 00 F4 19 00 
[2026-03-21 02:01:55] [PACKET] SERVER -> CLIENT | Unknown packet | Len=48 | C1 30 FB 00 17 52 65 66 6C 65 63 74 20 44 61 6D 61 67 65 00 73 00 61 74 65 00 19 00 76 7A 5F 00 01 00 00 00 0A 00 00 00 05 00 00 00 01 F4 19 00 
